cycle,i_word
264,0.00219727
265,-0.00195313
266,-0.00219727
267,-0.00170898
268,2.36035
269,2.36938
270,2.37842
271,2.38745
272,2.39648
273,0
274,0.000244141
275,-0.000244141
276,7.99976
277,-8
278,0.00195313
279,0.00170898
280,0.00219727
281,-0.00195313
282,-0.00219727
283,-0.00170898
284,2.50488
285,2.51392
286,2.52295
287,2.53198
288,2.54102
289,0
290,0.000244141
291,-0.000244141
292,7.99976
293,-8
294,0.00195313
295,0.00170898
296,0.00219727
297,-0.00195313
298,-0.00219727
299,-0.00170898
300,2.64941
301,2.65845
302,2.66748
303,2.67651
304,2.68555
305,0
306,0.000244141
307,-0.000244141
308,7.99976
309,-8
310,0.00195313
311,0.00170898
312,0.00219727
313,-0.00195313
314,-0.00219727
315,-0.00170898
316,2.79395
317,2.80298
318,2.81201
319,2.82104
320,2.83008
321,0
322,0.000244141
323,-0.000244141
324,7.99976
325,-8
326,0.00195313
327,0.00170898
328,0.00219727
329,-0.00195313
330,-0.00219727
331,-0.00170898
332,2.93848
333,2.94751
334,2.95654
335,2.96558
336,2.97461
337,0
338,0.000244141
339,-0.000244141
340,7.99976
341,-8
342,0.00195313
343,0.00170898
344,0.00219727
345,-0.00195313
346,-0.00219727
347,-0.00170898
348,3.08301
349,3.09204
350,3.10107
351,3.11011
352,3.11914
353,0
354,0.000244141
355,-0.000244141
356,7.99976
357,-8
358,0.00195313
359,0.00170898
360,0.00219727
361,-0.00195313
362,-0.00219727
363,-0.00170898
364,3.22754
365,3.23657
366,3.24561
367,3.25464
368,3.26367
369,0
370,0.000244141
371,-0.000244141
372,7.99976
373,-8
374,0.00195313
375,0.00170898
376,0.00219727
377,-0.00195313
378,-0.00219727
379,-0.00170898
380,3.37207
381,3.3811
382,3.39014
383,3.39917
384,3.4082
385,0
386,0.000244141
387,-0.000244141
388,7.99976
389,-8
390,0.00195313
391,0.00170898
392,0.00219727
393,-0.00195313
394,-0.00219727
395,-0.00170898
396,3.5166
397,3.52563
398,3.53467
399,3.5437
400,3.55273
401,0
402,0.000244141
403,-0.000244141
404,7.99976
405,-8
406,0.00195313
407,0.00170898
408,0.00219727
409,-0.00195313
410,-0.00219727
411,-0.00170898
412,3.66113
413,3.67017
414,3.6792
415,3.68823
416,3.69727
417,0
418,0.000244141
419,-0.000244141
420,7.99976
421,-8
422,0.00195313
423,0.00170898
424,0.00219727
425,-0.00195313
426,-0.00219727
427,-0.00170898
428,3.80566
429,3.8147
430,3.82373
431,3.83276
432,3.8418
433,0
434,0.000244141
435,-0.000244141
436,7.99976
437,-8
438,0.00195313
439,0.00170898
440,0.00219727
441,-0.00195313
442,-0.00219727
443,-0.00170898
444,3.9502
445,3.95923
446,3.96826
447,3.97729
448,3.98633
449,0
450,0.000244141
451,-0.000244141
452,7.99976
453,-8
454,0.00195313
455,0.00170898
456,0.00219727
457,-0.00195313
458,-0.00219727
459,-0.00170898
460,4.09473
461,4.10376
462,4.11279
463,4.12183
464,4.13086
465,0
466,0.000244141
467,-0.000244141
468,7.99976
469,-8
470,0.00195313
471,0.00170898
472,0.00219727
473,-0.00195313
474,-0.00219727
475,-0.00170898
476,4.23926
477,4.24829
478,4.25732
479,4.26636
480,4.27539
481,0
482,0.000244141
483,-0.000244141
484,7.99976
485,-8
486,0.00195313
487,0.00170898
488,0.00219727
489,-0.00195313
490,-0.00219727
491,-0.00170898
492,4.38379
493,4.39282
494,4.40186
495,4.41089
496,4.41992
497,0
498,0.000244141
499,-0.000244141
500,7.99976
501,-8
502,0.00195313
503,0.00170898
504,0.00219727
505,-0.00195313
506,-0.00219727
507,-0.00170898
508,4.52832
509,4.53735
510,4.54639
511,4.55542
512,4.56445
513,0
514,0.000244141
515,-0.000244141
516,7.99976
517,-8
518,0.00195313
519,0.00170898
520,0.00219727
521,-0.00195313
522,-0.00219727
523,-0.00170898
524,4.67285
525,4.68188
526,4.69092
527,4.69995
528,4.70898
529,0
530,0.000244141
531,-0.000244141
532,7.99976
533,-8
534,0.00195313
535,0.00170898
536,0.00219727
537,-0.00195313
538,-0.00219727
539,-0.00170898
540,4.81738
541,4.82642
542,4.83545
543,4.84448
544,4.85352
545,0
546,0.000244141
547,-0.000244141
548,7.99976
549,-8
550,0.00195313
551,0.00170898
552,0.00219727
553,-0.00195313
554,-0.00219727
555,-0.00170898
556,4.96191
557,4.97095
558,4.97998
559,4.98901
560,4.99805
561,0
562,0.000244141
563,-0.000244141
564,7.99976
565,-8
566,0.00195313
567,0.00170898
568,0.00219727
569,-0.00195313
570,-0.00219727
571,-0.00170898
572,5.10645
573,5.11548
574,5.12451
575,5.13354
576,5.14258
577,0
578,0.000244141
579,-0.000244141
580,7.99976
581,-8
582,0.00195313
583,0.00170898
584,0.00219727
585,-0.00195313
586,-0.00219727
587,-0.00170898
588,5.25098
589,5.26001
590,5.26904
591,5.27808
592,5.28711
593,0
594,0.000244141
595,-0.000244141
596,7.99976
597,-8
598,0.00195313
599,0.00170898
600,0.00219727
601,-0.00195313
602,-0.00219727
603,-0.00170898
604,5.39551
605,5.40454
606,5.41357
607,5.42261
608,5.43164
609,0
610,0.000244141
611,-0.000244141
612,7.99976
613,-8
614,0.00195313
615,0.00170898
616,0.00219727
617,-0.00195313
618,-0.00219727
619,-0.00170898
620,5.54004
621,5.54907
622,5.55811
623,5.56714
624,5.57617
625,0
626,0.000244141
627,-0.000244141
628,7.99976
629,-8
630,0.00195313
631,0.00170898
632,0.00219727
633,-0.00195313
634,-0.00219727
635,-0.00170898
636,5.68457
637,5.6936
638,5.70264
639,5.71167
640,5.7207
641,0
642,0.000244141
643,-0.000244141
644,7.99976
645,-8
646,0.00195313
647,0.00170898
648,0.00219727
649,-0.00195313
650,-0.00219727
651,-0.00170898
652,5.8291
653,5.83813
654,5.84717
655,5.8562
656,5.86523
657,0
658,0.000244141
659,-0.000244141
660,7.99976
661,-8
662,0.00195313
663,0.00170898
664,0.00219727
665,-0.00195313
666,-0.00219727
667,-0.00170898
668,5.97363
669,5.98267
670,5.9917
671,6.00073
672,6.00977
673,0
674,0.000244141
675,-0.000244141
676,7.99976
677,-8
678,0.00195313
679,0.00170898
680,0.00219727
681,-0.00195313
682,-0.00219727
683,-0.00170898
684,6.11816
685,6.1272
686,6.13623
687,6.14526
688,6.1543
689,0
690,0.000244141
691,-0.000244141
692,7.99976
693,-8
694,0.00195313
695,0.00170898
696,0.00219727
697,-0.00195313
698,-0.00219727
699,-0.00170898
700,6.2627
701,6.27173
702,6.28076
703,6.28979
704,6.29883
705,0
706,0.000244141
707,-0.000244141
708,7.99976
709,-8
710,0.00195313
711,0.00170898
712,0.00219727
713,-0.00195313
714,-0.00219727
715,-0.00170898
716,6.40723
717,6.41626
718,6.42529
719,6.43433
720,6.44336
721,0
722,0.000244141
723,-0.000244141
724,7.99976
725,-8
726,0.00195313
727,0.00170898
728,0.00219727
729,-0.00195313
730,-0.00219727
731,-0.00170898
732,6.55176
733,6.56079
734,6.56982
735,6.57886
736,6.58789
737,0
738,0.000244141
739,-0.000244141
740,7.99976
741,-8
742,0.00195313
743,0.00170898
744,0.00219727
745,-0.00195313
746,-0.00219727
747,-0.00170898
748,6.69629
749,6.70532
750,6.71436
751,6.72339
752,6.73242
753,0
754,0.000244141
755,-0.000244141
756,7.99976
757,-8
758,0.00195313
759,0.00170898
760,0.00219727
761,-0.00195313
762,-0.00219727
763,-0.00170898
764,6.84082
765,6.84985
766,6.85889
767,6.86792
768,6.87695
769,0
770,0.000244141
771,-0.000244141
772,7.99976
773,-8
774,0.00195313
775,0.00170898
776,0.00219727
777,-0.00195313
778,-0.00219727
779,-0.00170898
780,6.98535
781,6.99438
782,7.00342
783,7.01245
784,7.02148
785,0
786,0.000244141
787,-0.000244141
788,7.99976
789,-8
790,0.00195313
791,0.00170898
792,0.00219727
793,-0.00195313
794,-0.00219727
795,-0.00170898
796,7.12988
797,7.13892
798,7.14795
799,7.15698
800,7.16602
801,0
802,0.000244141
803,-0.000244141
804,7.99976
805,-8
806,0.00195313
807,0.00170898
808,0.00219727
809,-0.00195313
810,-0.00219727
811,-0.00170898
812,7.27441
813,7.28345
814,7.29248
815,7.30151
816,7.31055
817,0
818,0.000244141
819,-0.000244141
820,7.99976
821,-8
822,0.00195313
823,0.00170898
824,0.00219727
825,-0.00195313
826,-0.00219727
827,-0.00170898
828,7.41895
829,7.42798
830,7.43701
831,7.44604
832,7.45508
833,0
834,0.000244141
835,-0.000244141
836,7.99976
837,-8
838,0.00195313
839,0.00170898
840,0.00219727
841,-0.00195313
842,-0.00219727
843,-0.00170898
844,7.56348
845,7.57251
846,7.58154
847,7.59058
848,7.59961
849,0
850,0.000244141
851,-0.000244141
852,7.99976
853,-8
854,0.00195313
855,0.00170898
856,0.00219727
857,-0.00195313
858,-0.00219727
859,-0.00170898
860,7.70801
861,7.71704
862,7.72607
863,7.73511
864,7.74414
865,0
866,0.000244141
867,-0.000244141
868,7.99976
869,-8
870,0.00195313
871,0.00170898
872,0.00219727
873,-0.00195313
874,-0.00219727
875,-0.00170898
876,7.85254
877,7.86157
878,7.87061
879,7.87964
880,7.88867
881,0
882,0.000244141
883,-0.000244141
884,7.99976
885,-8
886,0.00195313
887,0.00170898
888,0.00219727
889,-0.00195313
890,-0.00219727
891,-0.00170898
892,7.99707
893,-7.9939
894,-7.98486
895,-7.97583
896,-7.9668
897,0
898,0.000244141
899,-0.000244141
900,7.99976
901,-8
902,0.00195313
903,0.00170898
904,0.00219727
905,-0.00195313
906,-0.00219727
907,-0.00170898
908,-7.8584
909,-7.84937
910,-7.84033
911,-7.8313
912,-7.82227
913,0
914,0.000244141
915,-0.000244141
916,7.99976
917,-8
918,0.00195313
919,0.00170898
920,0.00219727
921,-0.00195313
922,-0.00219727
923,-0.00170898
924,-7.71387
925,-7.70483
926,-7.6958
927,-7.68677
928,-7.67773
929,0
930,0.000244141
931,-0.000244141
932,7.99976
933,-8
934,0.00195313
935,0.00170898
936,0.00219727
937,-0.00195313
938,-0.00219727
939,-0.00170898
940,-7.56934
941,-7.5603
942,-7.55127
943,-7.54224
944,-7.5332
945,0
946,0.000244141
947,-0.000244141
948,7.99976
949,-8
950,0.00195313
951,0.00170898
952,0.00219727
953,-0.00195313
954,-0.00219727
955,-0.00170898
956,-7.4248
957,-7.41577
958,-7.40674
959,-7.39771
960,-7.38867
961,0
962,0.000244141
963,-0.000244141
964,7.99976
965,-8
966,0.00195313
967,0.00170898
968,0.00219727
969,-0.00195313
970,-0.00219727
971,-0.00170898
972,-7.28027
973,-7.27124
974,-7.26221
975,-7.25317
976,-7.24414
977,0
978,0.000244141
979,-0.000244141
980,7.99976
981,-8
982,0.00195313
983,0.00170898
984,0.00219727
985,-0.00195313
986,-0.00219727
987,-0.00170898
988,-7.13574
989,-7.12671
990,-7.11768
991,-7.10864
992,-7.09961
993,0
994,0.000244141
995,-0.000244141
996,7.99976
997,-8
998,0.00195313
999,0.00170898
1000,0.00219727
1001,-0.00195313
1002,-0.00219727
1003,-0.00170898
1004,-6.99121
1005,-6.98218
1006,-6.97314
1007,-6.96411
1008,-6.95508
1009,0
1010,0.000244141
1011,-0.000244141
1012,7.99976
1013,-8
1014,0.00195313
1015,0.00170898
1016,0.00219727
1017,-0.00195313
1018,-0.00219727
1019,-0.00170898
1020,-6.84668
1021,-6.83765
1022,-6.82861
1023,-6.81958
1024,-6.81055
1025,0
1026,0.000244141
1027,-0.000244141
1028,7.99976
1029,-8
1030,0.00195313
1031,0.00170898
1032,0.00219727
1033,-0.00195313
1034,-0.00219727
1035,-0.00170898
1036,-6.70215
1037,-6.69312
1038,-6.68408
1039,-6.67505
1040,-6.66602
1041,0
1042,0.000244141
1043,-0.000244141
1044,7.99976
1045,-8
1046,0.00195313
1047,0.00170898
1048,0.00219727
1049,-0.00195313
1050,-0.00219727
1051,-0.00170898
1052,-6.55762
1053,-6.54858
1054,-6.53955
1055,-6.53052
1056,-6.52148
1057,0
1058,0.000244141
1059,-0.000244141
1060,7.99976
1061,-8
1062,0.00195313
1063,0.00170898
1064,0.00219727
1065,-0.00195313
1066,-0.00219727
1067,-0.00170898
1068,-6.41309
1069,-6.40405
1070,-6.39502
1071,-6.38599
1072,-6.37695
1073,0
1074,0.000244141
1075,-0.000244141
1076,7.99976
1077,-8
1078,0.00195313
1079,0.00170898
1080,0.00219727
1081,-0.00195313
1082,-0.00219727
1083,-0.00170898
1084,-6.26855
1085,-6.25952
1086,-6.25049
1087,-6.24146
1088,-6.23242
1089,0
1090,0.000244141
1091,-0.000244141
1092,7.99976
1093,-8
1094,0.00195313
1095,0.00170898
1096,0.00219727
1097,-0.00195313
1098,-0.00219727
1099,-0.00170898
1100,-6.12402
1101,-6.11499
1102,-6.10596
1103,-6.09692
1104,-6.08789
1105,0
1106,0.000244141
1107,-0.000244141
1108,7.99976
1109,-8
1110,0.00195313
1111,0.00170898
1112,0.00219727
1113,-0.00195313
1114,-0.00219727
1115,-0.00170898
1116,-5.97949
1117,-5.97046
1118,-5.96143
1119,-5.95239
1120,-5.94336
1121,0
1122,0.000244141
1123,-0.000244141
1124,7.99976
1125,-8
1126,0.00195313
1127,0.00170898
1128,0.00219727
1129,-0.00195313
1130,-0.00219727
1131,-0.00170898
1132,-5.83496
1133,-5.82593
1134,-5.81689
1135,-5.80786
1136,-5.79883
1137,0
1138,0.000244141
1139,-0.000244141
1140,7.99976
1141,-8
1142,0.00195313
1143,0.00170898
1144,0.00219727
1145,-0.00195313
1146,-0.00219727
1147,-0.00170898
1148,-5.69043
1149,-5.6814
1150,-5.67236
1151,-5.66333
1152,-5.6543
1153,0
1154,0.000244141
1155,-0.000244141
1156,7.99976
1157,-8
1158,0.00195313
1159,0.00170898
1160,0.00219727
1161,-0.00195313
1162,-0.00219727
1163,-0.00170898
1164,-5.5459
1165,-5.53687
1166,-5.52783
1167,-5.5188
1168,-5.50977
1169,0
1170,0.000244141
1171,-0.000244141
1172,7.99976
1173,-8
1174,0.00195313
1175,0.00170898
1176,0.00219727
1177,-0.00195313
1178,-0.00219727
1179,-0.00170898
1180,-5.40137
1181,-5.39233
1182,-5.3833
1183,-5.37427
1184,-5.36523
1185,0
1186,0.000244141
1187,-0.000244141
1188,7.99976
1189,-8
1190,0.00195313
1191,0.00170898
1192,0.00219727
1193,-0.00195313
1194,-0.00219727
1195,-0.00170898
1196,-5.25684
1197,-5.2478
1198,-5.23877
1199,-5.22974
1200,-5.2207
1201,0
1202,0.000244141
1203,-0.000244141
1204,7.99976
1205,-8
1206,0.00195313
1207,0.00170898
1208,0.00219727
1209,-0.00195313
1210,-0.00219727
1211,-0.00170898
1212,-5.1123
1213,-5.10327
1214,-5.09424
1215,-5.08521
1216,-5.07617
1217,0
1218,0.000244141
1219,-0.000244141
1220,7.99976
1221,-8
1222,0.00195313
1223,0.00170898
1224,0.00219727
1225,-0.00195313
1226,-0.00219727
1227,-0.00170898
1228,-4.96777
1229,-4.95874
1230,-4.94971
1231,-4.94067
1232,-4.93164
1233,0
1234,0.000244141
1235,-0.000244141
1236,7.99976
1237,-8
1238,0.00195313
1239,0.00170898
1240,0.00219727
1241,-0.00195313
1242,-0.00219727
1243,-0.00170898
1244,-4.82324
1245,-4.81421
1246,-4.80518
1247,-4.79614
1248,-4.78711
1249,0
1250,0.000244141
1251,-0.000244141
1252,7.99976
1253,-8
1254,0.00195313
1255,0.00170898
1256,0.00219727
1257,-0.00195313
1258,-0.00219727
1259,-0.00170898
1260,-4.67871
1261,-4.66968
1262,-4.66064
1263,-4.65161
1264,-4.64258
1265,0
1266,0.000244141
1267,-0.000244141
1268,7.99976
1269,-8
1270,0.00195313
1271,0.00170898
1272,0.00219727
1273,-0.00195313
1274,-0.00219727
1275,-0.00170898
1276,-4.53418
1277,-4.52515
1278,-4.51611
1279,-4.50708
1280,-4.49805
1281,0
1282,0.000244141
1283,-0.000244141
1284,7.99976
1285,-8
1286,0.00195313
1287,0.00170898
1288,0.00219727
1289,-0.00195313
1290,-0.00219727
1291,-0.00170898
1292,-4.38965
1293,-4.38062
1294,-4.37158
1295,-4.36255
1296,-4.35352
1297,0
1298,0.000244141
1299,-0.000244141
1300,7.99976
1301,-8
1302,0.00195313
1303,0.00170898
1304,0.00219727
1305,-0.00195313
1306,-0.00219727
1307,-0.00170898
1308,-4.24512
1309,-4.23608
1310,-4.22705
1311,-4.21802
1312,-4.20898
1313,0
1314,0.000244141
1315,-0.000244141
1316,7.99976
1317,-8
1318,0.00195313
1319,0.00170898
1320,0.00219727
1321,-0.00195313
1322,-0.00219727
1323,-0.00170898
1324,-4.10059
1325,-4.09155
1326,-4.08252
1327,-4.07349
1328,-4.06445
1329,0
1330,0.000244141
1331,-0.000244141
1332,7.99976
1333,-8
1334,0.00195313
1335,0.00170898
1336,0.00219727
1337,-0.00195313
1338,-0.00219727
1339,-0.00170898
1340,-3.95605
1341,-3.94702
1342,-3.93799
1343,-3.92896
1344,-3.91992
1345,0
1346,0.000244141
1347,-0.000244141
1348,7.99976
1349,-8
1350,0.00195313
1351,0.00170898
1352,0.00219727
1353,-0.00195313
1354,-0.00219727
1355,-0.00170898
1356,-3.81152
1357,-3.80249
1358,-3.79346
1359,-3.78442
1360,-3.77539
1361,0
1362,0.000244141
1363,-0.000244141
1364,7.99976
1365,-8
1366,0.00195313
1367,0.00170898
1368,0.00219727
1369,-0.00195313
1370,-0.00219727
1371,-0.00170898
1372,-3.66699
1373,-3.65796
1374,-3.64893
1375,-3.63989
1376,-3.63086
1377,0
1378,0.000244141
1379,-0.000244141
1380,7.99976
1381,-8
1382,0.00195313
1383,0.00170898
1384,0.00219727
1385,-0.00195313
1386,-0.00219727
1387,-0.00170898
1388,-3.52246
1389,-3.51343
1390,-3.50439
1391,-3.49536
1392,-3.48633
1393,0
1394,0.000244141
1395,-0.000244141
1396,7.99976
1397,-8
1398,0.00195313
1399,0.00170898
1400,0.00219727
1401,-0.00195313
1402,-0.00219727
1403,-0.00170898
1404,-3.37793
1405,-3.3689
1406,-3.35986
1407,-3.35083
1408,-3.3418
1409,0
1410,0.000244141
1411,-0.000244141
1412,7.99976
1413,-8
1414,0.00195313
1415,0.00170898
1416,0.00219727
1417,-0.00195313
1418,-0.00219727
1419,-0.00170898
1420,-3.2334
1421,-3.22437
1422,-3.21533
1423,-3.2063
1424,-3.19727
1425,0
1426,0.000244141
1427,-0.000244141
1428,7.99976
1429,-8
1430,0.00195313
1431,0.00170898
1432,0.00219727
1433,-0.00195313
1434,-0.00219727
1435,-0.00170898
1436,-3.08887
1437,-3.07983
1438,-3.0708
1439,-3.06177
1440,-3.05273
1441,0
1442,0.000244141
1443,-0.000244141
1444,7.99976
1445,-8
1446,0.00195313
1447,0.00170898
1448,0.00219727
1449,-0.00195313
1450,-0.00219727
1451,-0.00170898
1452,-2.94434
1453,-2.9353
1454,-2.92627
1455,-2.91724
1456,-2.9082
1457,0
1458,0.000244141
1459,-0.000244141
1460,7.99976
1461,-8
1462,0.00195313
1463,0.00170898
1464,0.00219727
1465,-0.00195313
1466,-0.00219727
1467,-0.00170898
1468,-2.7998
1469,-2.79077
1470,-2.78174
1471,-2.77271
1472,-2.76367
1473,0
1474,0.000244141
1475,-0.000244141
1476,7.99976
1477,-8
1478,0.00195313
1479,0.00170898
1480,0.00219727
1481,-0.00195313
1482,-0.00219727
1483,-0.00170898
1484,-2.65527
1485,-2.64624
1486,-2.63721
1487,-2.62817
1488,-2.61914
1489,0
1490,0.000244141
1491,-0.000244141
1492,7.99976
1493,-8
1494,0.00195313
1495,0.00170898
1496,0.00219727
1497,-0.00195313
1498,-0.00219727
1499,-0.00170898
1500,-2.51074
1501,-2.50171
1502,-2.49268
1503,-2.48364
1504,-2.47461
1505,0
1506,0.000244141
1507,-0.000244141
1508,7.99976
1509,-8
1510,0.00195313
1511,0.00170898
1512,0.00219727
1513,-0.00195313
1514,-0.00219727
1515,-0.00170898
1516,-2.36621
1517,-2.35718
1518,-2.34814
1519,-2.33911
1520,-2.33008
1521,0
1522,0.000244141
1523,-0.000244141
1524,7.99976
1525,-8
1526,0.00195313
1527,0.00170898
1528,0.00219727
1529,-0.00195313
1530,-0.00219727
1531,-0.00170898
1532,-2.22168
1533,-2.21265
1534,-2.20361
1535,-2.19458
1536,-2.18555
1537,0
1538,0.000244141
1539,-0.000244141
1540,7.99976
1541,-8
1542,0.00195313
1543,0.00170898
1544,0.00219727
1545,-0.00195313
1546,-0.00219727
1547,-0.00170898
1548,-2.07715
1549,-2.06812
1550,-2.05908
1551,-2.05005
1552,-2.04102
1553,0
1554,0.000244141
1555,-0.000244141
1556,7.99976
1557,-8
1558,0.00195313
1559,0.00170898
1560,0.00219727
1561,-0.00195313
1562,-0.00219727
1563,-0.00170898
1564,-1.93262
1565,-1.92358
1566,-1.91455
1567,-1.90552
1568,-1.89648
1569,0
1570,0.000244141
1571,-0.000244141
1572,7.99976
1573,-8
1574,0.00195313
1575,0.00170898
1576,0.00219727
1577,-0.00195313
1578,-0.00219727
1579,-0.00170898
1580,-1.78809
1581,-1.77905
1582,-1.77002
1583,-1.76099
1584,-1.75195
1585,0
1586,0.000244141
1587,-0.000244141
1588,7.99976
1589,-8
1590,0.00195313
1591,0.00170898
1592,0.00219727
1593,-0.00195313
1594,-0.00219727
1595,-0.00170898
1596,-1.64355
1597,-1.63452
1598,-1.62549
1599,-1.61646
1600,-1.60742
1601,0
1602,0.000244141
1603,-0.000244141
1604,7.99976
1605,-8
1606,0.00195313
1607,0.00170898
1608,0.00219727
1609,-0.00195313
1610,-0.00219727
1611,-0.00170898
1612,-1.49902
1613,-1.48999
1614,-1.48096
1615,-1.47192
1616,-1.46289
1617,0
1618,0.000244141
1619,-0.000244141
1620,7.99976
1621,-8
1622,0.00195313
1623,0.00170898
1624,0.00219727
1625,-0.00195313
1626,-0.00219727
1627,-0.00170898
1628,-1.35449
1629,-1.34546
1630,-1.33643
1631,-1.32739
1632,-1.31836
1633,0
1634,0.000244141
1635,-0.000244141
1636,7.99976
1637,-8
1638,0.00195313
1639,0.00170898
1640,0.00219727
1641,-0.00195313
1642,-0.00219727
1643,-0.00170898
1644,-1.20996
1645,-1.20093
1646,-1.19189
1647,-1.18286
1648,-1.17383
1649,0
1650,0.000244141
1651,-0.000244141
1652,7.99976
1653,-8
1654,0.00195313
1655,0.00170898
1656,0.00219727
1657,-0.00195313
1658,-0.00219727
1659,-0.00170898
1660,-1.06543
1661,-1.0564
1662,-1.04736
1663,-1.03833
1664,-1.0293
1665,0
1666,0.000244141
1667,-0.000244141
1668,7.99976
1669,-8
1670,0.00195313
1671,0.00170898
1672,0.00219727
1673,-0.00195313
1674,-0.00219727
1675,-0.00170898
1676,-0.920898
1677,-0.911865
1678,-0.902832
1679,-0.893799
1680,-0.884766
1681,0
1682,0.000244141
1683,-0.000244141
1684,7.99976
1685,-8
1686,0.00195313
1687,0.00170898
1688,0.00219727
1689,-0.00195313
1690,-0.00219727
1691,-0.00170898
1692,-0.776367
1693,-0.767334
1694,-0.758301
1695,-0.749268
1696,-0.740234
1697,0
1698,0.000244141
1699,-0.000244141
1700,7.99976
1701,-8
1702,0.00195313
1703,0.00170898
1704,0.00219727
1705,-0.00195313
1706,-0.00219727
1707,-0.00170898
1708,-0.631836
1709,-0.622803
1710,-0.61377
1711,-0.604736
1712,-0.595703
1713,0
1714,0.000244141
1715,-0.000244141
1716,7.99976
1717,-8
1718,0.00195313
1719,0.00170898
1720,0.00219727
1721,-0.00195313
1722,-0.00219727
1723,-0.00170898
1724,-0.487305
1725,-0.478271
1726,-0.469238
1727,-0.460205
1728,-0.451172
1729,0
1730,0.000244141
1731,-0.000244141
1732,7.99976
1733,-8
1734,0.00195313
1735,0.00170898
1736,0.00219727
1737,-0.00195313
1738,-0.00219727
1739,-0.00170898
1740,-0.342773
1741,-0.33374
1742,-0.324707
1743,-0.315674
